customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,age_group,purchase_frequency_days
364,55,Male,Shorts,Clothing,88,Florida,L,Yellow,Winter,3.1,Yes,"Free Shipping",Yes,42,"Bank Transfer",Fortnightly,"Middle Aged",14
365,62,Male,Shoes,Footwear,88,"North Dakota",L,Charcoal,Summer,3,Yes,"Free Shipping",Yes,7,Venmo,"Every 3 Months",Senior,90
366,55,Male,Gloves,Accessories,88,"West Virginia",XL,Gray,Summer,3.7,Yes,Standard,Yes,50,PayPal,Quarterly,"Middle Aged",90
367,64,Male,Socks,Clothing,36,Nebraska,M,Turquoise,Spring,3.5,Yes,"Store Pickup",Yes,37,Venmo,Fortnightly,Senior,14
368,52,Male,Dress,Clothing,40,Tennessee,XL,Cyan,Spring,2.8,Yes,"Store Pickup",Yes,18,"Bank Transfer",Monthly,"Middle Aged",30
369,24,Male,Handbag,Accessories,39,Oklahoma,M,Charcoal,Spring,4.5,Yes,Standard,Yes,29,Cash,Monthly,"Young Adult",30
370,38,Male,Belt,Accessories,40,Wisconsin,M,Silver,Summer,3.3,Yes,"Store Pickup",Yes,45,PayPal,Quarterly,Adult,90
371,59,Male,Scarf,Accessories,34,Oregon,M,Olive,Winter,3.4,Yes,Express,Yes,13,PayPal,Weekly,Senior,NULL
372,27,Male,Sneakers,Footwear,83,"North Carolina",S,Pink,Winter,3.2,Yes,"2-Day Shipping",Yes,47,PayPal,Monthly,"Young Adult",30
373,24,Male,Sweater,Clothing,85,Pennsylvania,L,Orange,Summer,3.7,Yes,Standard,Yes,7,"Debit Card",Weekly,"Young Adult",NULL
374,23,Male,Coat,Outerwear,27,"North Dakota",L,White,Summer,4.6,Yes,Express,Yes,11,Venmo,Bi-Weekly,"Young Adult",14
375,69,Male,Jewelry,Accessories,78,Ohio,S,Purple,Spring,5,Yes,"Store Pickup",Yes,39,"Bank Transfer",Monthly,Senior,30
376,59,Male,Sunglasses,Accessories,32,Oklahoma,M,Olive,Summer,4.4,Yes,Standard,Yes,6,"Debit Card",Quarterly,Senior,90
377,51,Male,Shoes,Footwear,51,"South Carolina",S,Gray,Fall,4.9,Yes,Express,Yes,2,Venmo,Bi-Weekly,"Middle Aged",14
378,63,Male,Scarf,Accessories,32,Maine,M,Silver,Spring,4.1,Yes,Standard,Yes,39,"Credit Card","Every 3 Months",Senior,90
379,54,Male,Dress,Clothing,62,Nevada,L,Orange,Winter,4.9,Yes,"Next Day Air",Yes,23,"Credit Card",Monthly,"Middle Aged",30
380,32,Male,T-shirt,Clothing,29,Montana,S,Magenta,Fall,4.7,Yes,"2-Day Shipping",Yes,46,"Debit Card",Bi-Weekly,Adult,14
381,39,Male,Backpack,Accessories,69,"New Hampshire",XL,Beige,Fall,3,Yes,"Store Pickup",Yes,19,"Bank Transfer",Weekly,Adult,NULL
382,66,Male,Jewelry,Accessories,25,Maine,L,Lavender,Winter,3.4,Yes,"Store Pickup",Yes,3,"Credit Card","Every 3 Months",Senior,90
383,28,Male,Jeans,Clothing,76,California,M,Peach,Winter,3.2,Yes,"Store Pickup",Yes,47,PayPal,Quarterly,"Young Adult",90
384,50,Male,Sunglasses,Accessories,77,"West Virginia",S,Magenta,Fall,3.8,Yes,Standard,Yes,6,PayPal,Quarterly,"Middle Aged",90
385,70,Male,Sweater,Clothing,33,California,M,Beige,Fall,4.5,Yes,"2-Day Shipping",Yes,6,Venmo,Annually,Senior,365
386,67,Male,Shorts,Clothing,93,"West Virginia",S,Yellow,Fall,2.7,Yes,"Next Day Air",Yes,12,"Credit Card",Bi-Weekly,Senior,14
387,64,Male,Jewelry,Accessories,39,Louisiana,L,Brown,Spring,3.4,Yes,Express,Yes,40,PayPal,Quarterly,Senior,90
388,45,Male,Coat,Outerwear,93,Georgia,L,Silver,Summer,4.6,Yes,"Store Pickup",Yes,38,PayPal,Fortnightly,"Middle Aged",14
389,22,Male,Handbag,Accessories,82,Washington,M,Orange,Summer,2.7,Yes,"Store Pickup",Yes,10,PayPal,Quarterly,"Young Adult",90
390,27,Male,Boots,Footwear,42,Virginia,L,Purple,Spring,4.2,Yes,Standard,Yes,28,"Bank Transfer",Monthly,"Young Adult",30
391,25,Male,Gloves,Accessories,71,Indiana,M,Indigo,Winter,3.2,Yes,"2-Day Shipping",Yes,19,PayPal,Annually,"Young Adult",365
392,37,Male,Sweater,Clothing,86,Minnesota,L,Gray,Spring,4.8,Yes,Standard,Yes,25,Cash,Fortnightly,Adult,14
393,26,Male,T-shirt,Clothing,82,Idaho,XL,Black,Spring,3.3,Yes,"Next Day Air",Yes,38,"Credit Card",Annually,"Young Adult",365
394,33,Male,Shoes,Footwear,65,Vermont,L,Maroon,Fall,4.2,Yes,Standard,Yes,6,PayPal,Fortnightly,Adult,14
395,43,Male,Scarf,Accessories,29,"North Dakota",M,Beige,Spring,4.8,Yes,"Store Pickup",Yes,7,"Debit Card",Bi-Weekly,Adult,14
396,37,Male,Sneakers,Footwear,65,"Rhode Island",L,Brown,Winter,4.9,Yes,"Store Pickup",Yes,2,PayPal,Annually,Adult,365
397,46,Male,Dress,Clothing,88,"South Carolina",S,Black,Fall,3.9,Yes,Standard,Yes,24,"Bank Transfer",Annually,"Middle Aged",365
398,22,Male,Belt,Accessories,46,Mississippi,M,Indigo,Fall,3,Yes,"Free Shipping",Yes,26,Cash,Annually,"Young Adult",365
399,20,Male,Boots,Footwear,67,Montana,S,Silver,Winter,4.6,Yes,"Free Shipping",Yes,25,"Debit Card","Every 3 Months","Young Adult",90
400,60,Male,Scarf,Accessories,35,Idaho,L,Blue,Fall,3.5,Yes,"2-Day Shipping",Yes,10,"Debit Card",Monthly,Senior,30
401,39,Male,Boots,Footwear,66,Utah,M,Green,Winter,4.8,Yes,"Free Shipping",Yes,14,PayPal,Fortnightly,Adult,14
402,43,Male,T-shirt,Clothing,91,Oklahoma,L,Orange,Fall,4.8,Yes,Standard,Yes,21,Cash,Quarterly,Adult,90
403,31,Male,Backpack,Accessories,78,California,L,Cyan,Fall,3,Yes,Express,Yes,26,PayPal,Monthly,"Young Adult",30
404,19,Male,Sneakers,Footwear,45,Nevada,M,Orange,Winter,4.5,Yes,"Next Day Air",Yes,12,"Bank Transfer",Annually,"Young Adult",365
405,35,Male,T-shirt,Clothing,93,Delaware,M,Indigo,Spring,4.8,Yes,"Store Pickup",Yes,11,"Credit Card",Monthly,Adult,30
406,41,Male,Jeans,Clothing,74,"South Carolina",S,Silver,Summer,3.8,Yes,Standard,Yes,15,Cash,Annually,Adult,365
407,52,Male,Gloves,Accessories,55,Maryland,M,Peach,Spring,4.6,Yes,Express,Yes,13,Cash,Monthly,"Middle Aged",30
408,45,Male,Hoodie,Clothing,76,"North Carolina",XL,Teal,Spring,3.1,Yes,"Next Day Air",Yes,5,"Credit Card",Bi-Weekly,"Middle Aged",14
409,34,Male,Sneakers,Footwear,66,Alabama,L,White,Spring,3.4,Yes,Express,Yes,36,Cash,Fortnightly,Adult,14
410,35,Male,Shorts,Clothing,51,Minnesota,M,Brown,Winter,3.3,Yes,"2-Day Shipping",Yes,32,"Bank Transfer",Monthly,Adult,30
411,29,Male,Sweater,Clothing,26,Virginia,L,Lavender,Spring,4.8,Yes,"2-Day Shipping",Yes,1,"Credit Card",Quarterly,"Young Adult",90
412,59,Male,Jeans,Clothing,29,Michigan,M,Indigo,Summer,2.8,Yes,Express,Yes,15,PayPal,Annually,Senior,365
413,24,Male,Jacket,Outerwear,74,Maine,M,Yellow,Summer,3.1,Yes,"Store Pickup",Yes,3,"Bank Transfer",Weekly,"Young Adult",NULL
414,70,Male,Jewelry,Accessories,99,Nevada,S,White,Summer,4.6,Yes,"Free Shipping",Yes,48,Cash,Monthly,Senior,30
415,29,Male,Backpack,Accessories,88,Wyoming,L,Violet,Winter,2.6,Yes,"Store Pickup",Yes,30,"Debit Card",Weekly,"Young Adult",NULL
416,67,Male,Coat,Outerwear,31,Connecticut,M,Lavender,Winter,2.6,Yes,Express,Yes,40,"Bank Transfer",Monthly,Senior,30
417,36,Male,Belt,Accessories,55,Oregon,L,Olive,Spring,3.8,Yes,"Free Shipping",Yes,24,"Bank Transfer",Fortnightly,Adult,14
418,23,Male,Sandals,Footwear,81,Mississippi,L,Beige,Fall,4.5,Yes,"Free Shipping",Yes,48,"Debit Card",Quarterly,"Young Adult",90
419,18,Male,Sweater,Clothing,73,Illinois,L,Purple,Spring,3,Yes,Standard,Yes,27,Venmo,Bi-Weekly,"Young Adult",14
420,53,Male,Shorts,Clothing,91,Utah,S,Teal,Winter,3.7,Yes,"Free Shipping",Yes,14,"Credit Card","Every 3 Months","Middle Aged",90
421,32,Male,Socks,Clothing,54,"North Carolina",S,Peach,Spring,3.8,Yes,"Free Shipping",Yes,18,"Debit Card",Bi-Weekly,Adult,14
422,38,Male,Shirt,Clothing,40,Kentucky,M,Violet,Winter,3.5,Yes,Standard,Yes,48,Cash,Bi-Weekly,Adult,14
423,47,Male,Pants,Clothing,59,Minnesota,M,Purple,Fall,3.1,Yes,"Store Pickup",Yes,32,"Debit Card",Annually,"Middle Aged",365
424,46,Male,Scarf,Accessories,26,"New York",L,Teal,Spring,3,Yes,"Store Pickup",Yes,21,"Credit Card",Bi-Weekly,"Middle Aged",14
425,66,Male,Sweater,Clothing,23,Illinois,M,Gold,Winter,4.3,Yes,Standard,Yes,42,PayPal,Fortnightly,Senior,14
426,40,Male,Jeans,Clothing,87,"North Dakota",S,Teal,Winter,3.3,Yes,"Store Pickup",Yes,4,"Credit Card",Quarterly,Adult,90
427,43,Male,Pants,Clothing,71,Louisiana,M,Violet,Winter,4.7,Yes,Express,Yes,19,"Credit Card",Quarterly,Adult,90
428,58,Male,Backpack,Accessories,91,Illinois,L,Black,Winter,4.5,Yes,"Store Pickup",Yes,6,"Credit Card",Quarterly,Senior,90
429,21,Male,Coat,Outerwear,64,Wyoming,XL,Gold,Winter,2.9,Yes,"Free Shipping",Yes,2,"Debit Card",Fortnightly,"Young Adult",14
430,42,Male,Sandals,Footwear,94,Washington,M,Gold,Winter,4.1,Yes,"2-Day Shipping",Yes,21,Cash,Fortnightly,Adult,14
431,24,Male,Shirt,Clothing,40,Texas,M,Brown,Summer,3.5,Yes,"Store Pickup",Yes,40,"Debit Card",Annually,"Young Adult",365
432,43,Male,Hat,Accessories,76,"New Hampshire",L,Cyan,Winter,3.4,Yes,"Store Pickup",Yes,33,Cash,Fortnightly,Adult,14
433,47,Male,Shirt,Clothing,86,Indiana,S,Indigo,Fall,3.3,Yes,"Free Shipping",Yes,26,Venmo,Weekly,"Middle Aged",NULL
434,49,Male,Skirt,Clothing,92,Alabama,M,Orange,Fall,3.2,Yes,"Store Pickup",Yes,23,"Credit Card",Fortnightly,"Middle Aged",14
435,50,Male,Shoes,Footwear,52,Oklahoma,L,Pink,Spring,4,Yes,"Store Pickup",Yes,39,PayPal,"Every 3 Months","Middle Aged",90
436,51,Male,Coat,Outerwear,28,Montana,XL,Olive,Winter,3.6,Yes,"Next Day Air",Yes,42,"Bank Transfer",Monthly,"Middle Aged",30
437,40,Male,Pants,Clothing,46,Tennessee,L,Cyan,Summer,4.6,Yes,"Free Shipping",Yes,41,"Bank Transfer",Weekly,Adult,NULL
438,45,Male,Jewelry,Accessories,50,"New Mexico",M,Peach,Summer,2.6,Yes,"Next Day Air",Yes,41,PayPal,Annually,"Middle Aged",365
439,52,Male,Belt,Accessories,23,Iowa,M,Turquoise,Winter,4.3,Yes,Express,Yes,12,"Credit Card",Fortnightly,"Middle Aged",14
440,62,Male,Jacket,Outerwear,50,Idaho,M,Turquoise,Summer,3.4,Yes,"Free Shipping",Yes,31,Cash,Monthly,Senior,30
441,20,Male,Shirt,Clothing,89,Oklahoma,XL,Maroon,Winter,3.5,Yes,"Store Pickup",Yes,34,"Debit Card",Fortnightly,"Young Adult",14
442,43,Male,Hoodie,Clothing,81,Florida,M,Maroon,Winter,4.2,Yes,Standard,Yes,32,"Credit Card",Annually,Adult,365
443,29,Male,Sunglasses,Accessories,69,Michigan,M,Olive,Fall,3.8,Yes,"Store Pickup",Yes,31,"Credit Card",Quarterly,"Young Adult",90
444,22,Male,Sunglasses,Accessories,67,Hawaii,M,Magenta,Summer,3.6,Yes,"Free Shipping",Yes,24,PayPal,Annually,"Young Adult",365
445,48,Male,Dress,Clothing,20,California,M,Red,Summer,4.3,Yes,"Store Pickup",Yes,31,"Debit Card",Annually,"Middle Aged",365
446,42,Male,Boots,Footwear,29,Iowa,M,Olive,Fall,4.9,Yes,Standard,Yes,18,Venmo,Annually,Adult,365
447,19,Male,Shirt,Clothing,74,"West Virginia",M,Silver,Summer,4.1,Yes,"Store Pickup",Yes,15,Venmo,Monthly,"Young Adult",30
448,60,Male,Shorts,Clothing,82,Washington,S,Turquoise,Spring,3.6,Yes,Standard,Yes,7,"Bank Transfer","Every 3 Months",Senior,90
449,32,Male,Gloves,Accessories,23,Missouri,M,Yellow,Summer,3.4,Yes,"Next Day Air",Yes,35,"Bank Transfer",Fortnightly,Adult,14
450,26,Male,Jewelry,Accessories,45,"New York",L,Peach,Summer,2.9,Yes,"2-Day Shipping",Yes,35,"Bank Transfer",Monthly,"Young Adult",30
451,25,Male,Boots,Footwear,21,Connecticut,L,Beige,Summer,2.7,Yes,"Store Pickup",Yes,19,"Credit Card",Monthly,"Young Adult",30
452,66,Male,Jewelry,Accessories,31,Virginia,M,Pink,Summer,4.3,Yes,Express,Yes,26,"Credit Card",Fortnightly,Senior,14
453,45,Male,Pants,Clothing,45,Missouri,M,Violet,Summer,3.7,Yes,Express,Yes,39,PayPal,Fortnightly,"Middle Aged",14
454,54,Male,Jewelry,Accessories,56,Nebraska,XL,Peach,Winter,2.8,Yes,"Next Day Air",Yes,22,"Credit Card",Weekly,"Middle Aged",NULL
455,37,Male,Jacket,Outerwear,97,"New Jersey",S,Gold,Summer,3.2,Yes,"Next Day Air",Yes,14,Cash,Bi-Weekly,Adult,14
456,54,Male,Blouse,Clothing,100,Utah,XL,Gold,Fall,3.6,Yes,"Store Pickup",Yes,50,"Debit Card",Fortnightly,"Middle Aged",14
457,50,Male,Blouse,Clothing,96,"North Carolina",S,Indigo,Fall,4,Yes,"2-Day Shipping",Yes,33,"Credit Card",Quarterly,"Middle Aged",90
458,25,Male,Gloves,Accessories,99,"Rhode Island",M,Blue,Spring,4.9,Yes,"Next Day Air",Yes,48,"Debit Card","Every 3 Months","Young Adult",90
459,47,Male,Shorts,Clothing,91,Arkansas,L,Black,Winter,4,Yes,"2-Day Shipping",Yes,48,PayPal,Monthly,"Middle Aged",30
460,63,Male,Hat,Accessories,30,Maryland,L,Black,Winter,3.8,Yes,Standard,Yes,27,PayPal,Fortnightly,Senior,14
461,64,Male,Shoes,Footwear,65,"South Carolina",L,Teal,Summer,3.8,Yes,"Store Pickup",Yes,27,"Bank Transfer",Weekly,Senior,NULL
462,18,Male,Boots,Footwear,93,Ohio,M,Yellow,Winter,3.9,Yes,Express,Yes,20,Venmo,Weekly,"Young Adult",NULL
463,59,Male,Jacket,Outerwear,81,Illinois,M,White,Fall,3.3,Yes,Express,Yes,48,Venmo,"Every 3 Months",Senior,90
464,37,Male,Jewelry,Accessories,81,Georgia,S,Orange,Summer,2.7,Yes,Standard,Yes,29,Venmo,Weekly,Adult,NULL
465,23,Male,Sunglasses,Accessories,52,Alabama,M,Silver,Winter,4.7,Yes,"Next Day Air",Yes,45,PayPal,Monthly,"Young Adult",30
466,54,Male,Skirt,Clothing,88,Oklahoma,M,Pink,Summer,2.8,Yes,"Next Day Air",Yes,25,Cash,Quarterly,"Middle Aged",90
467,38,Male,Jeans,Clothing,24,Vermont,L,Turquoise,Winter,4.6,Yes,"Free Shipping",Yes,25,PayPal,Weekly,Adult,NULL
468,19,Male,Backpack,Accessories,51,Nebraska,S,Orange,Spring,4.5,Yes,"2-Day Shipping",Yes,37,"Debit Card","Every 3 Months","Young Adult",90
469,34,Male,Backpack,Accessories,38,Georgia,S,Peach,Fall,5,Yes,"Free Shipping",Yes,16,Cash,Quarterly,Adult,90
470,21,Male,Shorts,Clothing,46,Alabama,L,Pink,Fall,4.1,Yes,"2-Day Shipping",Yes,30,"Debit Card",Bi-Weekly,"Young Adult",14
471,50,Male,Dress,Clothing,63,Minnesota,L,Teal,Summer,4.6,Yes,Express,Yes,6,Cash,"Every 3 Months","Middle Aged",90
472,55,Male,Scarf,Accessories,72,Missouri,XL,White,Winter,4.9,Yes,"2-Day Shipping",Yes,36,"Bank Transfer",Quarterly,"Middle Aged",90
473,20,Male,Jeans,Clothing,39,Georgia,L,Gray,Winter,3.9,Yes,"Free Shipping",Yes,3,"Bank Transfer",Quarterly,"Young Adult",90
474,34,Male,Coat,Outerwear,42,"West Virginia",L,Olive,Spring,3.9,Yes,"Store Pickup",Yes,29,PayPal,"Every 3 Months",Adult,90
475,62,Male,Sweater,Clothing,76,Arkansas,XL,Maroon,Summer,2.6,Yes,"2-Day Shipping",Yes,15,Cash,Quarterly,Senior,90
476,21,Male,Sneakers,Footwear,66,Ohio,L,Magenta,Summer,2.7,Yes,"Free Shipping",Yes,18,"Debit Card",Annually,"Young Adult",365
477,21,Male,Scarf,Accessories,90,Connecticut,M,Magenta,Spring,3.5,Yes,"Free Shipping",Yes,2,"Debit Card",Fortnightly,"Young Adult",14
478,42,Male,Sweater,Clothing,56,"North Dakota",M,Green,Summer,3.7,Yes,"Free Shipping",Yes,49,"Debit Card",Weekly,Adult,NULL
479,35,Male,Jewelry,Accessories,43,Kansas,XL,Turquoise,Winter,3.2,Yes,"Free Shipping",Yes,48,Venmo,Annually,Adult,365
480,39,Male,Handbag,Accessories,84,Iowa,L,Yellow,Winter,3.3,Yes,"Store Pickup",Yes,43,Venmo,Monthly,Adult,30
481,68,Male,Hoodie,Clothing,88,Vermont,M,Gray,Summer,4.8,Yes,Standard,Yes,30,"Debit Card",Bi-Weekly,Senior,14
482,46,Male,Hat,Accessories,88,Wisconsin,L,Peach,Fall,3.2,Yes,"2-Day Shipping",Yes,10,PayPal,Fortnightly,"Middle Aged",14
483,41,Male,Belt,Accessories,42,Connecticut,M,Yellow,Winter,2.5,Yes,"2-Day Shipping",Yes,11,Venmo,Annually,Adult,365
484,23,Male,Hoodie,Clothing,73,Oklahoma,M,White,Fall,3.9,Yes,"Store Pickup",Yes,12,"Debit Card",Weekly,"Young Adult",NULL
485,68,Male,Hat,Accessories,73,Missouri,L,Lavender,Summer,4.7,Yes,"Free Shipping",Yes,28,"Bank Transfer",Quarterly,Senior,90
486,48,Male,Shoes,Footwear,44,Tennessee,S,Blue,Spring,2.6,Yes,"Next Day Air",Yes,36,"Debit Card",Fortnightly,"Middle Aged",14
487,38,Male,Sandals,Footwear,63,"New Mexico",M,Charcoal,Fall,2.8,Yes,"Store Pickup",Yes,37,Venmo,"Every 3 Months",Adult,90
488,41,Male,Jacket,Outerwear,68,Iowa,L,Red,Winter,4.4,Yes,"Store Pickup",Yes,22,"Credit Card",Quarterly,Adult,90
489,58,Male,Sweater,Clothing,29,Maine,L,Olive,Spring,4.6,Yes,Standard,Yes,32,Venmo,Weekly,Senior,NULL
490,49,Male,Socks,Clothing,85,"South Dakota",M,Green,Summer,3.2,Yes,Standard,Yes,40,PayPal,Annually,"Middle Aged",365
491,57,Male,Sneakers,Footwear,42,Colorado,M,Silver,Winter,4.2,Yes,"2-Day Shipping",Yes,47,Cash,Monthly,"Middle Aged",30
492,49,Male,Coat,Outerwear,69,Vermont,M,Silver,Summer,3.8,Yes,"2-Day Shipping",Yes,24,"Credit Card",Bi-Weekly,"Middle Aged",14
493,50,Male,Shirt,Clothing,62,Michigan,M,Black,Fall,3.9,Yes,Standard,Yes,11,"Debit Card",Weekly,"Middle Aged",NULL
494,28,Male,Backpack,Accessories,48,Nevada,XL,Red,Summer,4.7,Yes,"Store Pickup",Yes,19,Cash,Bi-Weekly,"Young Adult",14
495,38,Male,Boots,Footwear,68,Indiana,M,Indigo,Winter,4.5,Yes,Express,Yes,42,"Debit Card",Weekly,Adult,NULL
496,33,Male,Handbag,Accessories,36,Michigan,XL,Cyan,Fall,3.3,Yes,"Free Shipping",Yes,6,"Debit Card",Fortnightly,Adult,14
497,30,Male,Dress,Clothing,63,California,S,Maroon,Fall,3.3,Yes,Express,Yes,31,Venmo,Fortnightly,"Young Adult",14
498,43,Male,Sneakers,Footwear,39,Oklahoma,S,Silver,Winter,4.6,Yes,"Free Shipping",Yes,31,Cash,Weekly,Adult,NULL
499,43,Male,Boots,Footwear,78,Iowa,M,Lavender,Spring,3.6,Yes,"Free Shipping",Yes,27,"Bank Transfer",Monthly,Adult,30
500,36,Male,Shoes,Footwear,99,"Rhode Island",L,Silver,Winter,4.8,Yes,Express,Yes,24,PayPal,Monthly,Adult,30
501,36,Male,T-shirt,Clothing,31,Washington,L,Purple,Fall,4.8,Yes,"Next Day Air",Yes,35,Venmo,"Every 3 Months",Adult,90
502,64,Male,Boots,Footwear,45,Florida,M,Cyan,Spring,2.9,Yes,"Next Day Air",Yes,21,Venmo,Annually,Senior,365
503,59,Male,Pants,Clothing,30,"South Carolina",S,Cyan,Fall,2.8,Yes,Express,Yes,8,PayPal,Fortnightly,Senior,14
504,55,Male,Shoes,Footwear,24,"West Virginia",M,Lavender,Summer,3.2,Yes,"Next Day Air",Yes,26,"Bank Transfer",Quarterly,"Middle Aged",90
505,42,Male,Shoes,Footwear,22,Missouri,M,Maroon,Winter,3.9,Yes,"Free Shipping",Yes,26,PayPal,Annually,Adult,365
506,61,Male,T-shirt,Clothing,63,Maine,L,Gray,Spring,4.3,Yes,Express,Yes,9,Cash,Bi-Weekly,Senior,14
507,28,Male,Scarf,Accessories,40,Georgia,M,Olive,Fall,2.7,Yes,"2-Day Shipping",Yes,48,"Debit Card",Annually,"Young Adult",365
508,65,Male,Shorts,Clothing,20,Maine,M,Magenta,Spring,5,Yes,"Store Pickup",Yes,33,"Debit Card",Fortnightly,Senior,14
509,27,Male,Jewelry,Accessories,20,Illinois,S,Yellow,Winter,3.7,Yes,"Store Pickup",Yes,31,PayPal,Quarterly,"Young Adult",90
510,41,Male,T-shirt,Clothing,80,Delaware,L,Cyan,Summer,3.9,Yes,"Free Shipping",Yes,17,"Debit Card",Weekly,Adult,NULL
511,21,Male,Shirt,Clothing,87,"West Virginia",M,Teal,Fall,3.9,Yes,"2-Day Shipping",Yes,22,Venmo,Annually,"Young Adult",365
512,61,Male,Shirt,Clothing,46,Hawaii,L,Yellow,Fall,3.1,Yes,"Free Shipping",Yes,8,PayPal,Annually,Senior,365
513,19,Male,Gloves,Accessories,49,"New York",L,Peach,Winter,3.8,Yes,"Next Day Air",Yes,2,"Bank Transfer",Monthly,"Young Adult",30
514,22,Male,Scarf,Accessories,65,"New Mexico",M,Peach,Fall,3.6,Yes,"Store Pickup",Yes,45,Venmo,Annually,"Young Adult",365
515,64,Male,Skirt,Clothing,62,Indiana,S,Olive,Winter,4.3,Yes,Standard,Yes,47,PayPal,Quarterly,Senior,90
516,28,Male,Hat,Accessories,67,Kentucky,L,Charcoal,Spring,4.5,Yes,"Next Day Air",Yes,7,Cash,Monthly,"Young Adult",30
517,34,Male,Hoodie,Clothing,41,"West Virginia",L,Indigo,Fall,2.8,Yes,"2-Day Shipping",Yes,19,"Debit Card",Bi-Weekly,Adult,14
518,61,Male,Boots,Footwear,49,"North Dakota",L,Silver,Fall,2.7,Yes,"Free Shipping",Yes,44,Cash,"Every 3 Months",Senior,90
519,24,Male,Blouse,Clothing,100,Oregon,M,Beige,Fall,2.9,Yes,"Next Day Air",Yes,16,Venmo,"Every 3 Months","Young Adult",90
520,19,Male,Belt,Accessories,54,Minnesota,L,Blue,Summer,4.4,Yes,"2-Day Shipping",Yes,17,"Bank Transfer",Quarterly,"Young Adult",90
521,51,Male,Sunglasses,Accessories,84,"South Carolina",M,White,Spring,3.9,Yes,"Free Shipping",Yes,20,"Debit Card",Quarterly,"Middle Aged",90
522,36,Male,Shorts,Clothing,41,Vermont,L,Gold,Winter,3.5,Yes,Standard,Yes,50,"Bank Transfer",Annually,Adult,365
523,65,Male,Gloves,Accessories,88,Minnesota,M,Blue,Spring,2.5,Yes,"Store Pickup",Yes,37,Cash,Quarterly,Senior,90
524,46,Male,Sandals,Footwear,40,Delaware,M,Orange,Spring,4.9,Yes,Express,Yes,5,PayPal,Quarterly,"Middle Aged",90
525,59,Male,Shirt,Clothing,39,Pennsylvania,M,Gold,Summer,4.8,Yes,"Free Shipping",Yes,44,PayPal,Annually,Senior,365
526,51,Male,Coat,Outerwear,37,Iowa,M,Cyan,Spring,3.2,Yes,"Next Day Air",Yes,41,"Debit Card",Monthly,"Middle Aged",30
527,51,Male,Pants,Clothing,52,"New Jersey",S,Red,Winter,4.9,Yes,Standard,Yes,19,Cash,Monthly,"Middle Aged",30
528,21,Male,T-shirt,Clothing,23,"South Carolina",L,Yellow,Winter,4.3,Yes,"Next Day Air",Yes,47,"Bank Transfer","Every 3 Months","Young Adult",90
529,34,Male,Sneakers,Footwear,88,Maryland,S,Beige,Winter,3.2,Yes,Express,Yes,40,Cash,Annually,Adult,365
530,32,Male,Shorts,Clothing,84,California,M,Orange,Fall,3.7,Yes,Standard,Yes,6,"Credit Card",Monthly,Adult,30
531,48,Male,Coat,Outerwear,37,Montana,XL,Magenta,Winter,3.2,Yes,"Store Pickup",Yes,25,"Credit Card",Bi-Weekly,"Middle Aged",14
532,50,Male,Sandals,Footwear,51,Vermont,L,Purple,Fall,3.4,Yes,"Next Day Air",Yes,42,Cash,Weekly,"Middle Aged",NULL
533,26,Male,Pants,Clothing,76,Texas,L,Black,Winter,4.1,Yes,Express,Yes,35,"Bank Transfer","Every 3 Months","Young Adult",90
534,57,Male,Sandals,Footwear,60,"North Carolina",L,Pink,Spring,4.5,Yes,"Next Day Air",Yes,17,"Debit Card",Weekly,"Middle Aged",NULL
535,65,Male,Gloves,Accessories,72,Florida,L,Pink,Fall,4.5,Yes,"Next Day Air",Yes,4,PayPal,Quarterly,Senior,90
536,56,Male,T-shirt,Clothing,45,"West Virginia",L,Maroon,Spring,3.2,Yes,"Free Shipping",Yes,24,"Bank Transfer",Weekly,"Middle Aged",NULL
537,44,Male,Jacket,Outerwear,84,Illinois,S,Maroon,Fall,4.4,Yes,"Store Pickup",Yes,16,"Debit Card","Every 3 Months",Adult,90
538,50,Male,Blouse,Clothing,49,Virginia,S,Turquoise,Summer,3,Yes,"Store Pickup",Yes,14,"Debit Card",Annually,"Middle Aged",365
539,27,Male,Socks,Clothing,22,Virginia,XL,Green,Spring,3.2,Yes,"Free Shipping",Yes,43,Cash,Weekly,"Young Adult",NULL
540,49,Male,Coat,Outerwear,48,Wyoming,M,Violet,Winter,4,Yes,"Store Pickup",Yes,49,"Debit Card",Weekly,"Middle Aged",NULL
541,49,Male,Dress,Clothing,37,"South Carolina",M,Lavender,Spring,3.1,Yes,"Next Day Air",Yes,33,Cash,"Every 3 Months","Middle Aged",90
542,52,Male,Jacket,Outerwear,27,Connecticut,L,Gray,Fall,2.8,Yes,"Next Day Air",Yes,45,Cash,Bi-Weekly,"Middle Aged",14
543,27,Male,Boots,Footwear,79,Illinois,XL,Teal,Spring,4.6,Yes,"Next Day Air",Yes,35,Cash,Bi-Weekly,"Young Adult",14
544,53,Male,Skirt,Clothing,98,Alabama,S,Red,Spring,4.3,Yes,Express,Yes,11,"Credit Card",Monthly,"Middle Aged",30
545,34,Male,Sandals,Footwear,64,Washington,S,Yellow,Summer,3.3,Yes,Standard,Yes,30,"Bank Transfer","Every 3 Months",Adult,90
